,t,P
121,2023-10-05 09:50:00,10990.0
122,2023-10-05 09:55:00,12448.0
123,2023-10-05 10:00:00,13372.0
124,2023-10-05 10:05:00,13622.0
125,2023-10-05 10:10:00,14161.0
126,2023-10-05 10:15:00,14672.0
127,2023-10-05 10:20:00,15794.0
128,2023-10-05 10:25:00,16926.0
129,2023-10-05 10:30:00,18212.0
130,2023-10-05 10:35:00,19089.0
131,2023-10-05 10:40:00,14838.0
132,2023-10-05 10:45:00,12156.0
133,2023-10-05 10:50:00,13161.0
134,2023-10-05 10:55:00,16147.0
135,2023-10-05 11:00:00,10861.0
136,2023-10-05 11:05:00,12688.0
137,2023-10-05 11:10:00,15927.0
138,2023-10-05 11:15:00,17879.0
139,2023-10-05 11:20:00,17307.0
140,2023-10-05 11:25:00,17626.0
141,2023-10-05 11:30:00,17897.0
142,2023-10-05 11:35:00,18706.0
143,2023-10-05 11:40:00,18212.0
144,2023-10-05 11:45:00,18680.0
145,2023-10-05 11:50:00,19161.0
146,2023-10-05 11:55:00,18471.0
147,2023-10-05 12:00:00,19047.0
148,2023-10-05 12:00:00,19047.0
149,2023-10-05 12:05:00,19058.0
150,2023-10-05 12:10:00,18214.0
151,2023-10-05 12:15:00,19002.0
152,2023-10-05 12:20:00,19610.0
153,2023-10-05 12:25:00,18805.0
154,2023-10-05 12:30:00,19267.0
155,2023-10-05 12:35:00,19199.0
156,2023-10-05 12:40:00,17846.0
157,2023-10-05 12:45:00,17630.0
158,2023-10-05 12:50:00,19745.0
159,2023-10-05 12:55:00,18355.0
160,2023-10-05 13:00:00,19221.0
161,2023-10-05 13:05:00,19741.0
162,2023-10-05 13:10:00,18645.0
163,2023-10-05 13:15:00,18666.0
164,2023-10-05 13:20:00,20200.0
165,2023-10-05 13:25:00,19666.0
166,2023-10-05 13:30:00,18792.0
167,2023-10-05 13:35:00,19629.0
168,2023-10-05 13:40:00,19908.0
169,2023-10-05 13:45:00,19780.0
170,2023-10-05 13:50:00,20311.0
171,2023-10-05 13:55:00,19743.0
172,2023-10-05 14:00:00,19369.0
173,2023-10-05 14:05:00,19366.0
174,2023-10-05 14:10:00,18435.0
175,2023-10-05 14:15:00,19593.0
176,2023-10-05 14:20:00,19594.0
177,2023-10-05 14:25:00,12213.0
178,2023-10-05 14:30:00,19561.0
179,2023-10-05 14:35:00,20131.0
180,2023-10-05 14:40:00,14999.0
181,2023-10-05 14:45:00,15115.0
182,2023-10-05 14:50:00,17004.0
183,2023-10-05 14:55:00,16160.0
184,2023-10-05 15:00:00,13789.0
185,2023-10-05 15:00:00,13789.0
186,2023-10-05 15:05:00,13807.0
187,2023-10-05 15:10:00,13387.0
188,2023-10-05 15:15:00,13631.0
189,2023-10-05 15:20:00,12446.0
190,2023-10-05 15:25:00,8817.0
