,t,P
121,2023-10-05 09:50:00,11811.0
122,2023-10-05 09:55:00,13288.0
123,2023-10-05 10:00:00,14272.0
124,2023-10-05 10:05:00,14617.0
125,2023-10-05 10:10:00,15164.0
126,2023-10-05 10:15:00,15814.0
127,2023-10-05 10:20:00,16914.0
128,2023-10-05 10:25:00,18125.0
129,2023-10-05 10:30:00,19489.0
130,2023-10-05 10:35:00,20381.0
131,2023-10-05 10:40:00,15610.0
132,2023-10-05 10:45:00,12975.0
133,2023-10-05 10:50:00,14119.0
134,2023-10-05 10:55:00,16839.0
135,2023-10-05 11:00:00,11816.0
136,2023-10-05 11:05:00,13765.0
137,2023-10-05 11:10:00,17191.0
138,2023-10-05 11:15:00,19143.0
139,2023-10-05 11:20:00,18469.0
140,2023-10-05 11:25:00,18698.0
141,2023-10-05 11:30:00,19048.0
142,2023-10-05 11:35:00,19967.0
143,2023-10-05 11:40:00,19346.0
144,2023-10-05 11:45:00,19874.0
145,2023-10-05 11:50:00,20361.0
146,2023-10-05 11:55:00,19589.0
147,2023-10-05 12:00:00,20282.0
148,2023-10-05 12:00:00,20282.0
149,2023-10-05 12:05:00,20285.0
150,2023-10-05 12:10:00,19404.0
151,2023-10-05 12:15:00,20202.0
152,2023-10-05 12:20:00,20932.0
153,2023-10-05 12:25:00,20066.0
154,2023-10-05 12:30:00,20479.0
155,2023-10-05 12:35:00,20431.0
156,2023-10-05 12:40:00,19032.0
157,2023-10-05 12:45:00,18705.0
158,2023-10-05 12:50:00,21146.0
159,2023-10-05 12:55:00,19812.0
160,2023-10-05 13:00:00,20779.0
161,2023-10-05 13:05:00,21200.0
162,2023-10-05 13:10:00,20087.0
163,2023-10-05 13:15:00,19979.0
164,2023-10-05 13:20:00,21532.0
165,2023-10-05 13:25:00,21048.0
166,2023-10-05 13:30:00,20072.0
167,2023-10-05 13:35:00,20915.0
168,2023-10-05 13:40:00,21225.0
169,2023-10-05 13:45:00,21071.0
170,2023-10-05 13:50:00,21711.0
171,2023-10-05 13:55:00,21119.0
172,2023-10-05 14:00:00,20703.0
173,2023-10-05 14:05:00,20836.0
174,2023-10-05 14:10:00,19724.0
175,2023-10-05 14:15:00,21494.0
176,2023-10-05 14:20:00,21666.0
177,2023-10-05 14:25:00,12931.0
178,2023-10-05 14:30:00,21014.0
179,2023-10-05 14:35:00,21553.0
180,2023-10-05 14:40:00,15730.0
181,2023-10-05 14:45:00,16114.0
182,2023-10-05 14:50:00,18131.0
183,2023-10-05 14:55:00,17326.0
184,2023-10-05 15:00:00,14788.0
185,2023-10-05 15:00:00,14788.0
186,2023-10-05 15:05:00,14704.0
187,2023-10-05 15:10:00,14318.0
188,2023-10-05 15:15:00,14681.0
189,2023-10-05 15:20:00,13332.0
190,2023-10-05 15:25:00,9494.0
