,t,P
121,2023-10-05 09:50:00,11654.0
122,2023-10-05 09:55:00,13178.0
123,2023-10-05 10:00:00,14135.0
124,2023-10-05 10:05:00,14551.0
125,2023-10-05 10:10:00,15076.0
126,2023-10-05 10:15:00,15639.0
127,2023-10-05 10:20:00,16753.0
128,2023-10-05 10:25:00,18010.0
129,2023-10-05 10:30:00,19431.0
130,2023-10-05 10:35:00,20281.0
131,2023-10-05 10:40:00,15555.0
132,2023-10-05 10:45:00,12890.0
133,2023-10-05 10:50:00,13783.0
134,2023-10-05 10:55:00,16859.0
135,2023-10-05 11:00:00,11645.0
136,2023-10-05 11:05:00,13569.0
137,2023-10-05 11:10:00,16756.0
138,2023-10-05 11:15:00,19071.0
139,2023-10-05 11:20:00,18460.0
140,2023-10-05 11:25:00,18698.0
141,2023-10-05 11:30:00,19000.0
142,2023-10-05 11:35:00,19897.0
143,2023-10-05 11:40:00,19332.0
144,2023-10-05 11:45:00,19912.0
145,2023-10-05 11:50:00,20378.0
146,2023-10-05 11:55:00,19584.0
147,2023-10-05 12:00:00,20284.0
148,2023-10-05 12:00:00,20284.0
149,2023-10-05 12:05:00,20196.0
150,2023-10-05 12:10:00,19303.0
151,2023-10-05 12:15:00,20257.0
152,2023-10-05 12:20:00,20948.0
153,2023-10-05 12:25:00,20089.0
154,2023-10-05 12:30:00,20547.0
155,2023-10-05 12:35:00,20511.0
156,2023-10-05 12:40:00,19058.0
157,2023-10-05 12:45:00,18683.0
158,2023-10-05 12:50:00,21169.0
159,2023-10-05 12:55:00,19731.0
160,2023-10-05 13:00:00,20636.0
161,2023-10-05 13:05:00,21150.0
162,2023-10-05 13:10:00,20157.0
163,2023-10-05 13:15:00,20054.0
164,2023-10-05 13:20:00,21550.0
165,2023-10-05 13:25:00,21107.0
166,2023-10-05 13:30:00,20021.0
167,2023-10-05 13:35:00,20967.0
168,2023-10-05 13:40:00,21269.0
169,2023-10-05 13:45:00,21231.0
170,2023-10-05 13:50:00,21646.0
171,2023-10-05 13:55:00,21110.0
172,2023-10-05 14:00:00,20708.0
173,2023-10-05 14:05:00,20780.0
174,2023-10-05 14:10:00,19535.0
175,2023-10-05 14:15:00,21302.0
176,2023-10-05 14:20:00,21318.0
177,2023-10-05 14:25:00,12677.0
178,2023-10-05 14:30:00,21028.0
179,2023-10-05 14:35:00,21661.0
180,2023-10-05 14:40:00,15739.0
181,2023-10-05 14:45:00,16124.0
182,2023-10-05 14:50:00,18218.0
183,2023-10-05 14:55:00,17363.0
184,2023-10-05 15:00:00,14843.0
185,2023-10-05 15:00:00,14843.0
186,2023-10-05 15:05:00,14841.0
187,2023-10-05 15:10:00,14351.0
188,2023-10-05 15:15:00,14624.0
189,2023-10-05 15:20:00,13321.0
190,2023-10-05 15:25:00,9435.0
